Animal,Phase,Trial,Behaviour marked,Date,Time marking,Time recall,Total time,Behaviour offered,Double blind,Distractions,Trainer mark,Trainer recall
Nouba,7,3,Clap,09/23/2020,09:48,16:30,408,Spin,1,1,Abril,Andrea
Nouba,7,4,Sing,09/25/2020,10:01,16:12,371,Spin,1,1,Abril,Andrea
Nouba,7,5,Tail wave,09/26/2020,09:44,16:50,426,Spin,1,1,Carlos,Abril
Nouba,7,6,Jump,09/30/2020,09:53,16:10,377,Jump,1,1,Abril,Andrea
Nouba,7,7,Tail wave,10/01/2020,10:32,16:36,364,Splash,0,1,Abril,Abril
Nouba,7,8,Jump,10/12/2020,09:28,16:35,427,Spin,1,1,Abril,Gris
Nouba,7,9,Splash,09/29/2020,09:43,16:32,409,Splash,1,1,Abril,Andrea
Nouba,7,10,Spin,10/03/2020,10:19,16:35,376,Spin,0,1,Abril,Abril
Nouba,7,11,Sing,10/05/2020,10:03,16:32,389,Spin,1,1,Abril,Gris
Nouba,7,12,Tail wave,10/14/2020,10:19,16:23,364,Clap,1,1,Abril,Andrea
Nouba,7,13,Sing,10/15/2020,09:15,16:37,437,Splash,1,1,Abril,Andrea
