Animal,Phase,Trial,Behaviour marked,Date,Time marking,Time recall,Total time,Behaviour offered,Double blind,Distractions,Trainer mark,Trainer recall
Eva,0,1,Sing,,,,0,Sing,0,0,,
Eva,0,2,Splash,,,,0,fart,0,0,,
Eva,0,3,Spin,,,,0,Spin,0,0,,
Eva,0,4,Sing,,,,0,Sing,0,0,,
Eva,0,5,Tail wave,,,,0,Tail wave,0,0,,
Eva,0,6,Sing,,,,0,Sing,0,0,,
Eva,0,7,Jump,,,,0,Jump,0,0,,
Eva,0,8,Clap,,,,0,Clap,0,0,,
Eva,0,9,Jump,,,,0,Jump,0,0,,
Eva,0,10,Splash,,,,0,Splash,0,0,,
Eva,0,11,Clap,,,,0,Clap,0,0,,
Eva,0,12,Tail wave,,,,0,Tail wave,0,0,,
Eva,0,13,Clap,,,,0,Clap,0,0,,
Eva,0,14,Spin,,,,0,Spin,0,0,,
Eva,0,15,Jump,,,,0,Jump,0,0,,
Eva,0,16,Tail wave,,,,0,Tail wave,0,0,,
Eva,0,17,Spin,,,,0,Spin,0,0,,
Eva,0,18,Splash,,,,0,Splash,0,0,,
Karina,0,1,Jump,,,,0,Jump,0,0,,
Karina,0,2,Tail wave,,,,0,Tail wave,0,0,,
Karina,0,3,Sing,,,,0,Sing,0,0,,
Karina,0,4,Splash,,,,0,Splash,0,0,,
Karina,0,5,Tail wave,,,,0,Tail wave,0,0,,
Karina,0,6,Splash,,,,0,Splash,0,0,,
Karina,0,7,Jump,,,,0,Jump,0,0,,
Karina,0,8,Spin,,,,0,Go down,0,0,,
Karina,0,9,Jump,,,,0,Jump,0,0,,
Karina,0,10,Splash,,,,0,Splash,0,0,,
Karina,0,11,Spin,,,,0,Spin,0,0,,
Karina,0,12,Clap,,,,0,Clap,0,0,,
Karina,0,13,Spin,,,,0,Spin,0,0,,
Karina,0,14,Sing,,,,0,Sing,0,0,,
Karina,0,15,Clap,,,,0,Clap,0,0,,
Karina,0,16,Sing,,,,0,Sing ,0,0,,
Karina,0,17,Clap,,,,0,Clap,0,0,,
Karina,0,18,Tail wave,,,,0,Tail wave,0,0,,
Lluvia,0,1,Splash,,,,0,Splash,0,0,,
Lluvia,0,2,Tail wave,,,,0,Tail wave,0,0,,
Lluvia,0,3,Tail wave,,,,0,Tail wave,0,0,,
Lluvia,0,4,Sing,,,,0,Sing ,0,0,,
Lluvia,0,5,Spin,,,,0,Spin,0,0,,
Lluvia,0,6,Clap,,,,0,Clap,0,0,,
Lluvia,0,7,Splash,,,,0,Splash,0,0,,
Lluvia,0,8,Tail wave,,,,0,Tail wave,0,0,,
Lluvia,0,9,Jump,,,,0,Jump,0,0,,
Lluvia,0,10,Clap,,,,0,Clap,0,0,,
Lluvia,0,11,Splash,,,,0,Splash,0,0,,
Lluvia,0,12,Spin,,,,0,Spin,0,0,,
Lluvia,0,13,Jump,,,,0,Jump,0,0,,
Lluvia,0,14,Clap,,,,0,Clap,0,0,,
Lluvia,0,15,Sing,,,,0,Sing,0,0,,
Lluvia,0,16,Spin,,,,0,Spin,0,0,,
Lluvia,0,17,Jump,,,,0,Jump,0,0,,
Lluvia,0,18,Sing,,,,0,Sing ,0,0,,
Nouba,0,1,Spin,,,,0,Spin,0,0,,
Nouba,0,2,Splash,,,,0,Splash,0,0,,
Nouba,0,3,Clap,,,,0,Clap,0,0,,
Nouba,0,4,Sing,,,,0,Sing ,0,0,,
Nouba,0,5,Tail wave,,,,0,Tail wave,0,0,,
Nouba,0,6,Jump,,,,0,Jump,0,0,,
Nouba,0,7,Tail wave,,,,0,Tail wave,0,0,,
Nouba,0,8,Jump,,,,0,Jump,0,0,,
Nouba,0,9,Splash,,,,0,Splash,0,0,,
Nouba,0,10,Spin,,,,0,Spin,0,0,,
Nouba,0,11,Sing,,,,0,Sing,0,0,,
Nouba,0,12,Tail wave,,,,0,Tail wave,0,0,,
Nouba,0,13,Sing,,,,0,Sing ,0,0,,
Nouba,0,14,Clap,,,,0,Clap,0,0,,
Nouba,0,15,Spin,,,,0,Spin,0,0,,
Nouba,0,16,Jump,,,,0,Jump,0,0,,
Nouba,0,17,Splash,,,,0,Splash,0,0,,
Nouba,0,18,Clap,,,,0,Clap,0,0,,
Nemo,0,1,Clap,,,,0,Clap,0,0,,
Nemo,0,2,Splash,,,,0,Splash,0,0,,
Nemo,0,3,Spin,,,,0,Spin,0,0,,
Nemo,0,4,Clap,,,,0,Clap,0,0,,
Nemo,0,5,Splash,,,,0,Splash,0,0,,
Nemo,0,6,Jump,,,,0,Jump,0,0,,
Nemo,0,7,Clap,,,,0,Clap,0,0,,
Nemo,0,8,Spin,,,,0,Spin,0,0,,
Nemo,0,9,Jump,,,,0,Jump,0,0,,
Nemo,0,10,Sing,,,,0,Sing,0,0,,
Nemo,0,11,Tail wave,,,,0,Tail wave,0,0,,
Nemo,0,12,Sing,,,,0,Sing,0,0,,
Nemo,0,13,Splash,,,,0,Splash,0,0,,
Nemo,0,14,Tail wave,,,,0,Tail wave,0,0,,
Nemo,0,15,Jump,,,,0,Jump,0,0,,
Nemo,0,16,Tail wave,,,,0,Tail wave,0,0,,
Nemo,0,17,Spin,,,,0,Tail wave,0,0,,
Nemo,0,18,Sing,,,,0,Sing ,0,0,,
Eva,1,1,Tail wave,06/22/2020,11:39,11:44,15,Tail wave,0,0,Gris,Gris
Eva,1,2,Splash,06/22/2020,10:15,10:31,16,Sing,1,0,Gris,Andrea
Eva,1,3,Spin,06/22/2020,13:30,13:48,18,Tail wave,0,0,Gris,Gris
Eva,1,4,Clap,06/23/2020,09:35,09:53,18,Clap,1,0,Gris,Benja
Eva,1,5,Splash,06/23/2020,11:30,11:45,15,Spin,0,0,Gris,Gris
Eva,1,6,Jump,06/23/2020,15:39,15:54,15,Splash,1,0,Andrea,Gris
Eva,1,7,Clap,06/24/2020,11:23,11:40,17,Clap,1,0,Gris,Andrea
Eva,1,8,Spin,06/24/2020,13:53,14:10,17,Clap,1,0,Gris,Andrea
Eva,1,9,Jump,06/25/2020,12:03,12:18,15,Jump,0,0,Gris,Gris
Eva,1,10,Sing,06/25/2020,14:14,14:32,18,Sing,0,0,Andrea,Andrea
Eva,1,11,Tail wave,26/06/2020,10:05,10:21,16,Tail wave,1,1,Andrea,Abby
Eva,1,12,Sing,26/06/2020,15:17,15:32,15,Jump,1,0,Andrea,Jenny
Eva,1,13,Splash,27/06/2020,11:05,11:20,15,Sing,1,0,Gris,Andrea
Eva,1,14,Clap,27/06/2020,13:39,13:55,16,Clap,1,0,Gris,Andrea
Eva,1,15,Jump,06/29/2020,11:12,11:28,16,Jump,1,0,Gris,Andrea
Eva,1,16,Tail wave,06/29/2020,13:44,13:59,15,Tail wave,1,0,Gris,Andrea
Eva,1,17,Spin,06/30/2020,11:18,11:36,18,Clap,1,0,Gris,Andrea
Eva,1,18,Sing,06/30/2020,13:50,14:05,15,Sing,1,0,Gris,Andrea
Karina,1,1,Go down,22/06/2020,11:08,11:23,15,Go down,0,0,Andrea,Andrea
Karina,1,2,Tail wave,06/22/2020,11:34,11:48,14,Tail wave,0,0,Andrea,Andrea
Karina,1,3,Tail wave,06/22/2020,14:51,15:20,29,Tail wave,1,0,Abby,Rafa
Karina,1,4,Sing,06/23/2020,09:40,09:57,17,Go down,1,0,Emma,Andrea
Karina,1,5,Spin,06/23/2020,13:47,14:02,15,Spin,0,0,Andrea,Andrea
Karina,1,6,Clap,06/24/2020,11:23,11:40,17,Spin,1,0,Abby,Rafa
Karina,1,7,Go down,06/25/2020,11:48,12:06,18,Clap,1,0,Rafa,Andrea
Karina,1,8,Tail wave,06/25/2020,14:06,14:21,15,Go down,1,0,Rafa,Gris
Karina,1,9,Jump,06/26/2020,11:25,11:45,20,Jump,1,0,Abby,Emma
Karina,1,10,Clap,06/26/2020,13:37,13:53,16,Tail wave,0,0,Abby,Abby
Karina,1,11,Tail wave,06/30/2020,13:50,14:10,20,Jump,1,0,Rafa,Emma
Karina,1,12,Spin,06/27/2020,13:39,13:55,16,Tail wave,1,0,Abby,Emma
Karina,1,13,Jump,06/29/2020,11:12,11:28,16,Jump,0,0,Abby,Abby
Karina,1,14,Clap,06/29/2020,13:44,13:59,15,Jump,1,0,Abby,Gris
Karina,1,15,Sing,06/30/2020,11:17,11:32,15,Tail wave,0,0,Rafa,Rafa
Karina,1,16,Spin,07/01/2020,11:25,11:50,25,Spin,1,0,Rafa,Abby
Karina,1,17,Jump,07/01/2020,14:17,14:45,28,Clap,1,0,Abby,Andrea
Karina,1,18,Sing,07/02/2020,11:13,11:28,15,Sing,1,0,Andrea,Abby
Lluvia,1,1,Sing,22/06/2020,13:30,13:49,19,Sing,0,0,Rafa,Rafa
Lluvia,1,2,Splash,06/22/2020,14:51,15:20,29,Sing,1,0,Rafa,Andrea
Lluvia,1,3,Spin,06/23/2020,11:15,11:30,15,Spin,0,0,Nayeli,Nayeli
Lluvia,1,4,Jump,06/23/2020,13:54,14:09,15,Jump,1,0,Nayeli,Andrea
Lluvia,1,5,Sing,06/24/2020,09:37,09:52,15,Clap,1,0,Nayeli,Andrea
Lluvia,1,6,Sing,06/24/2020,11:23,11:38,15,Splash,1,0,Nayeli,Andrea
Lluvia,1,7,Tail wave,06/24/2020,13:53,14:09,16,Clap,1,0,Nayeli,Andrea
Lluvia,1,8,Clap,06/25/2020,11:48,12:05,17,Clap,1,0,Nayeli,Andrea
Lluvia,1,9,Jump,06/25/2020,14:06,14:21,15,Spin,1,0,Nayeli,Andrea
Lluvia,1,10,Splash,06/26/2020,11:25,11:45,20,Spin,1,0,Nayeli,Andrea
Lluvia,1,11,Clap,06/26/2020,15:20,15:35,15,Clap,0,0,Nayeli,Nayeli
Lluvia,1,12,Tail wave,06/27/2020,11:09,11:33,24,Spin,0,0,Andrea,Andrea
Lluvia,1,13,Clap,06/27/2020,13:39,13:55,16,Clap,1,0,Carlos,Jenny
Lluvia,1,14,Spin,06/29/2020,11:12,11:28,16,Tail wave,1,0,Nayeli,Andrea
Lluvia,1,15,Jump,06/29/2020,13:44,13:59,15,Splash,0,0,Nayeli,Nayeli
Lluvia,1,16,Tail wave,06/30/2020,11:19,11:33,14,Tail wave,0,0,Jenny,Jenny
Lluvia,1,17,Spin,06/30/2020,13:50,14:10,20,Splash,1,0,Andrea,Jenny
Lluvia,1,18,Splash,07/01/2020,11:25,11:50,25,Splash,0,0,Nayeli,Nayeli
Nouba,1,1,Jump,06/22/2020,13:46,14:01,15,Jump,1,0,Benja,Andrea
Nouba,1,2,Tail wave,06/22/2020,15:30,15:45,15,Tail wave,1,0,Andrea,Abril
Nouba,1,3,Sing,06/23/2020,09:35,09:53,18,Jump,1,0,Benja,Andrea
Nouba,1,4,Splash,06/23/2020,11:43,11:58,15,Sing,1,0,Benja,Abril
Nouba,1,5,Tail wave,06/23/2020,13:31,13:51,20,Clap,1,0,Benja,Andrea
Nouba,1,6,Splash,06/24/2020,10:11,10:26,15,Splash,0,0,Andrea,Andrea
Nouba,1,7,Spin,06/24/2020,11:47,12:02,15,Clap,0,0,Carlos,Carlos
Nouba,1,8,Jump,06/24/2020,14:07,14:22,15,Clap,1,0,Carlos,Andrea
Nouba,1,9,Spin,06/25/2020,12:03,12:18,15,Clap,0,0,Andrea,Andrea
Nouba,1,10,Splash,06/25/2020,16:14,16:29,15,Jump,0,0,Andrea,Andrea
Nouba,1,11,Jump  ,06/26/2020,10:21,10:36,15,Jump,0,0,Andrea,Andrea
Nouba,1,12,Clap,06/26/2020,13:52,14:10,18,Clap,1,0,Andrea,Nayeli
Nouba,1,13,Spin,06/27/2020,11:32,11:47,15,Spin,1,0,Andrea,Abril
Nouba,1,14,Sing,06/27/2020,13:56,14:11,15,Sing,0,0,Gris,Gris
Nouba,1,15,Clap,06/29/2020,11:26,11:43,17,Clap,0,0,Benja,Benja
Nouba,1,16,Sing,06/29/2020,13:56,14:11,15,Clap,1,0,Benja,Andrea
Nouba,1,17,Clap,06/30/2020,11:17,11:32,15,Spin,1,0,Andrea,Gris
Nouba,1,18,Tail wave,06/30/2020,15:33,15:48,15,Sing,1,0,Andrea,Benja
Nemo,1,1,Spin,06/22/2020,13:30,13:56,26,Spin,1,0,Benja,Andrea
Nemo,1,2,Splash,06/23/2020,09:40,09:57,17,Spin,1,0,Andrea,Jhony
Nemo,1,3,Clap,06/23/2020,11:15,11:30,15,Clap,1,0,Benja,Andrea
Nemo,1,4,Sing,06/23/2020,14:15,14:40,25,Spin,1,0,Benja,Andrea
Nemo,1,5,Tail wave,06/24/2020,09:48,10:09,21,Spin,0,0,Andrea,Andrea
Nemo,1,6,Jump,06/24/2020,13:59,14:13,14,Spin,1,0,Tania,Andrea
Nemo,1,7,Tail wave,06/25/2020,14:06,14:21,15,Tail wave,1,0,Andrea,Jorge
Nemo,1,8,Jump,06/25/2020,15:48,16:03,15,Jump,0,0,Andrea,Andrea
Nemo,1,9,Splash,06/26/2020,11:28,11:41,13,Splash,0,0,Andrea,Andrea
Nemo,1,10,Spin,06/26/2020,13:40,13:57,17,Jump,1,0,Andrea,Jorge
Nemo,1,11,Sing,27/06/2020,13:35,13:50,15,Splash,0,0,Tania,Tania
Nemo,1,12,Tail wave,29/06/2020,11:12,11:28,16,Splash,1,0,Benja,Tania
Nemo,1,13,Sing,29/06/2020,13:36,13:51,15,Sing,1,0,Benja,Andrea
Nemo,1,14,Clap,30/06/2020,11:20,11:39,15,Clap,0,0,Benja,Benja
Nemo,1,15,Spin,06/30/2020,13:50,14:10,20,Spin,1,0,Benja,Andrea
Nemo,1,16,Jump,07/01/2020,11:25,11:50,25,Tail wave,0,0,Andrea,Andrea
Nemo,1,17,Splash,07/02/2020,09:38,09:55,17,Splash,1,0,Benja,Andrea
Nemo,1,18,Clap,07/02/2020,11:29,11:44,15,Clap,1,0,Benja,Andrea
Nemo,2,1,Clap,07/02/2020,13:27,13:42,15,Sing,0,41,Andrea,Andrea
Nemo,2,2,Splash,07/02/2020,15:41,15:56,15,Clap,1,41,Benja,Andrea
Nemo,2,3,Spin,07/03/2020,11:03,11:18,15,Spin,0,41,Benja,Benja
Nemo,2,4,Clap,07/03/2020,13:42,13:57,15,Clap,1,41,Benja,Jorge
Nemo,2,5,Splash,07/03/2020,15:25,15:40,15,Clap,0,41,Benja,Benja
Nemo,2,6,Jump,07/04/2020,11:37,11:52,15,Jump,1,41,Benja,Andrea
Nemo,2,7,Clap,07/06/2020,11:31,11:46,15,Clap,1,41,Benja,Andrea
Nemo,2,8,Spin,07/07/2020,13:48,14:03,15,Spin,1,41,Andrea,Jorge
Nemo,2,9,Jump,07/08/2020,14:50,15:05,15,Jump,0,41,Andrea,Andrea
Nemo,2,10,Sing,07/08/2020,10:08,10:23,15,Sing,0,41,Andrea,Andrea
Nemo,2,11,Tail wave,09/07/2020,11:52,12:09,17,Spin,1,46,Andrea,Jorge
Nemo,2,12,Sing,09/07/2020,14:06,14:21,15,Sing,1,41,Andrea,Rafa
Nemo,2,13,Splash,10/07/2020,11:12,11:27,15,Sing,1,41,Benja,Andrea
Nemo,2,14,Tail wave,10/07/2020,13:09,13:24,15,Clap,0,41,Benja,Benja
Nemo,2,15,Jump,07/11/2020,11:05,11:20,15,Jump,0,41,Benja,Benja
Nemo,2,16,Tail wave,07/11/2020,03:15,03:30,15,Tail wave,1,41,Benja,Jorge
Nemo,2,17,Spin,07/12/2020,12:20,12:35,15,Spin,1,41,Benja,Jorge
Nemo,2,18,Sing,07/12/2020,14:00,14:15,15,Sing,1,41,Benja,Jorge
Nouba,2,1,Spin,07/01/2020,11:30,11:45,15,Spin,0,41,Andrea,Andrea
Nouba,2,2,Splash,07/01/2020,13:35,13:50,15,Sing,1,41,Andrea,Abril
Nouba,2,3,Clap,07/02/2020,11:42,11:57,15,Clap,1,41,Benja,Andrea
Nouba,2,4,Sing,07/03/2020,09:45,10:00,15,Clap,1,41,Benja,Andrea
Nouba,2,5,Tail wave,07/03/2020,11:38,11:53,15,Tail wave,0,41,Benja,Benja
Nouba,2,6,Jump,07/03/2020,14:17,14:32,15,Tail wave,1,41,Benja,Andrea
Nouba,2,7,Tail wave,07/04/2020,14:34,14:49,15,Tail wave,1,41,Benja,Andrea
Nouba,2,8,Jump,07/06/2020,13:32,13:47,15,Jump,1,41,Benja,Andrea
Nouba,2,9,Splash,07/07/2020,14:25,14:41,16,Clap,0,44,Andrea,Andrea
Nouba,2,10,Spin,07/08/2020,11:40,11:55,15,Spin,1,41,Andrea,Abril
Nouba,2,11,Sing,08/07/2020,14:26,14:41,15,Sing,0,41,Andrea,Andrea
Nouba,2,12,Tail wave,09/07/2020,13:14,13:29,15,Clap,1,41,Andrea,Richie
Nouba,2,13,Sing,10/07/2020,11:53,12:08,15,Tail wave,1,41,Benja,Andrea
Nouba,2,14,Clap,10/07/2020,14:22,14:48,15,Clap,0,41,Benja,Benja
Nouba,2,15,Spin,07/13/2020,15:49,16:04,15,Spin,1,41,Andrea,Gris
Nouba,2,16,clap,07/15/2020,11:05,11:20,15,Clap,0,41,Abril,Abril
Nouba,2,17,Splash,07/13/2020,11:02,11:17,15,Spin,1,41,Andrea,Nayeli
Nouba,2,18,Clap,07/13/2020,13:26,13:41,15,Clap,1,41,Andrea,Gris
Karina,2,1,Jump,07/02/2020,13:28,13:43,15,Jump,1,41,Gris,Andrea
Karina,2,2,Tail wave,07/02/2020,15:41,15:56,15,Tail wave,0,41,Abby,Abby
Karina,2,3,Sing,07/03/2020,11:03,11:18,15,Sing,1,41,Abby,Alan
Karina,2,4,Splash,07/03/2020,13:42,13:57,15,Sing,1,41,Abby,Gris
Karina,2,5,Tail wave,07/04/2020,11:24,11:39,15,Tail wave,1,41,Abby,Andrea
Karina,2,6,Splash,07/04/2020,14:07,14:22,15,Splash,1,41,Abby,Andrea
Karina,2,7,Jump,07/06/2020,11:33,11:48,15,Jump,0,41,Abby,Abby
Karina,2,8,Jump,07/07/2020,13:48,14:03,15,Jump,1,41,Juan Carlos,Andrea
Karina,2,9,Spin,07/09/2020,13:42,13:58,16,Spin,1,44,Abby,Andrea
Karina,2,10,Splash,07/08/2020,14:50,15:05,15,Jump,0,41,Juan Carlos,Juan Carlos
Karina,2,11,Spin,07/11/2020,11:00,11:15,15,Spin,0,41,Abby,Abby
Karina,2,12,Clap,07/11/2020,15:50,16:05,15,Jump,1,41,Abby,Gris
Karina,2,13,Spin,07/12/2020,15:40,15:55,15,Spin,1,41,Emma,Benja
Karina,2,14,Clap,07/13/2020,11:02,11:17,15,Spin,0,41,Abby,Abby
Karina,2,15,Sing   ,07/13/2020,16:05,16:20,15,Sing,0,41,Abby,Abby
Karina,2,16,Sing,07/14/2020,10:49,11:04,15,Sing,1,41,Andrea,Emma
Karina,2,17,Clap,07/15/2020,11:05,11:20,15,Clap,1,41,Abby,Andrea
Karina,2,18,Tail wave,07/14/2020,15:57,16:12,15,Spin,1,41,Emma,Andrea
Lluvia,2,1,Splash,02/07/2020,11:16,11:31,15,Splash,1,41,Nayeli,Andrea
Lluvia,2,2,Tail wave,07/02/2020,15:41,15:56,15,Tail wave,0,41,Nayeli,Nayeli
Lluvia,2,3,Tail wave,07/03/2020,11:03,11:18,15,Splash,1,41,Nayeli,Andrea
Lluvia,2,4,Sing,07/03/2020,13:42,13:57,15,Splash,1,41,Nayeli,Andrea
Lluvia,2,5,Spin,07/04/2020,11:24,11:39,15,Spin,0,41,Andrea,Andrea
Lluvia,2,6,Clao,07/04/2020,14:07,14:22,15,Clap,1,41,Andrea,Abby
Lluvia,2,7,Splash,07/08/2020,11:11,11:26,15,Splash,0,41,Nayeli,Nayeli
Lluvia,2,8,Tail wave,07/08/2020,14:45,15:00,15,Clap,1,41,Nayeli,Rafa
Lluvia,2,9,Jump,07/09/2020,13:42,13:57,15,Tail wave,1,41,Nayeli,Andrea
Lluvia,2,10,Clap,07/10/2020,16:22,16:37,15,Tail wave,0,41,Andrea,Andrea
Lluvia,2,11,Splash,07/13/2020,11:02,11:17,15,Splash,1,41,Nayeli,Andrea
Lluvia,2,12,Spin,07/14/2020,10:49,11:04,15,Spin,1,41,Nayeli,Andrea
Lluvia,2,13,Jump,07/12/2020,14:06,14:21,15,Jump,0,41,Nayeli,Nayeli
Lluvia,2,14,Tail wave,07/12/2020,15:35,15:50,15,Tail wave,1,41,Nayeli,Benja
Lluvia,2,15,Sing,07/14/2020,13:04,13:19,15,Sing,0,41,Andrea,Andrea
Lluvia,2,16,Spin,07/14/2020,15:54,16:09,15,Tail wave,1,41,Nayeli,Andrea
Lluvia,2,17,Jump,07/15/2020,11:06,11:21,15,Jump,0,41,Andrea,Andrea
Lluvia,2,18,Sing,07/15/2020,13:42,13:57,15,Sing,1,41,Andrea,Jorge
Eva,2,1,Sing,01/07/2020,13:35,13:50,15,Sing,0,41,Nayeli,Nayeli
Eva,2,2,Splash,07/02/2020,11:42,11:57,15,Splash,1,41,Gris,Andrea
Eva,2,3,Spin,07/02/2020,16:05,16:21,16,Spin,0,44,Andrea,Andrea
Eva,2,4,Jump,07/03/2020,11:14,11:29,15,Jump,1,41,Andrea,Nayeli
Eva,2,5,Sing,07/03/2020,13:42,13:57,15,Clap,1,41,Gris,Abby
Eva,2,6,Sing,07/04/2020,14:34,14:49,15,Sing,1,41,Gris,Andrea
Eva,2,7,Tail wave,07/13/2020,11:02,11:18,16,Tail wave,1,44,Gris,Andrea
Eva,2,8,Clap,07/13/2020,13:26,13:41,15,Clap,1,41,Gris,Andrea
Eva,2,9,Jump,07/13/2020,15:49,16:04,15,Jump,1,41,Gris,Andrea
Eva,2,10,Splash,07/14/2020,11:33,11:48,15,Clap,1,41,Gris,Andrea
Eva,2,11,Clap,07/09/2020,11:09,11:24,15,Clap,0,41,Andrea,Andrea
Eva,2,12,Tail wave,07/14/2020,14:54,15:09,15,Tail wave,0,41,Gris,Gris
Eva,2,13,Clap,07/15/2020,16:27,16:42,15,Tail wave,1,41,Andrea,Juan Carlos
Eva,2,14,Spin,07/15/2020,11:52,12:07,15,Tail wave,1,41,Gris,Andrea
Eva,2,15,Jump,07/15/2020,13:42,13:57,15,Jump,0,41,Gris,Gris
Eva,2,16,Tail wave,07/16/2020,11:16,11:31,15,Tail wave,1,41,Andrea,Benja
Eva,2,17,Spin,07/16/2020,13:24,13:39,15,Tail wave,1,41,Andrea,Juan Carlos
Eva,2,18,Splash,07/20/2020,10:08,10:23,15,Splash,0,41,Andrea,Andrea
Nemo,3,1,Tail wave,14/07/2020,11:51,13:03,72,Tail wave,0,0,Benja,Benja
Nemo,3,2,Splash,07/15/2020,11:57,13:35,98,Tail wave,1,0,Benja,Andrea
Nemo,3,3,Spin,07/16/2020,10:52,11:52,60,Spin,0,0,Benja,Benja
Nemo,3,4,Jump,07/18/2020,11:39,12:43,64,Jump,1,0,Andrea,Jorge
Nemo,3,5,Sing,07/19/2020,10:21,11:36,75,Tail wave,1,0,Benja,Andrea
Nemo,3,6,Sing,07/20/2020,09:56,10:59,63,Sing,0,0,Andrea,Andrea
Nemo,3,7,Tail wave,07/20/2020,11:44,12:49,65,Spin,1,0,Andrea,Johny
Nemo,3,8,Clap,07/21/2020,09:39,10:45,66,Sing,1,0,Andrea,Rafa
Nemo,3,9,Jump,07/21/2020,11:35,12:46,71,Tail wave,1,0,Benja,Andrea
Nemo,3,10,Splash,07/23/2020,09:52,11:29,98,Sing,1,0,Andrea,Jorge
Nemo,3,11,Clap,07/23/2020,12:50,13:52,62,Clap,0,0,Benja,Benja
Nemo,3,12,Sing,01/08/2020,13:05,14:30,85,Spin,1,0,Benja,Jenny
Nemo,3,13,Clap,07/25/2020,11:36,12:40,64,Tail wave,1,0,Andrea,Hector
Nemo,3,14,Spin,07/28/2020,11:23,14:32,189,Spin,1,0,Benja,Jenny
Nemo,3,15,Jump,07/28/2020,08:40,10:15,95,Jump,0,0,Benja,Benja
Nemo,3,16,Tail wave,07/29/2020,14:25,16:20,115,Spin,1,0,Benja,Jenny
Nemo,3,17,Spin,07/31/2020,09:50,11:10,80,Spin,1,0,Benja,Emma
Nemo,3,18,Splash,07/31/2020,11:40,13:10,90,Spin,0,0,Benja,Benja
Karina,3,1,Clap,07/16/2020,10:05,11:41,96,Clap,0,0,Abby,Abby
Karina,3,2,Splash,07/16/2020,13:47,14:53,66,Clap,1,0,Abby,Andrea
Karina,3,3,Spin,07/18/2020,09:52,10:59,67,Spin,0,0,Abby,Abby
Karina,3,4,Clap,07/18/2020,12:27,14:09,102,Clap,1,0,Abby,Andrea
Karina,3,5,Splash,07/19/2020,09:53,11:32,99,Spin,0,0,Emma,Emma
Karina,3,6,Jump,07/20/2020,11:47,12:52,65,Spin,1,0,Abby,Andrea
Karina,3,7,Clap,07/20/2020,13:25,15:20,115,Spin,1,0,Abby,Andrea
Karina,3,8,Spin,08/02/2020,12:34,13:40,66,Go down,1,0,Abby,Andrea
Karina,3,9,Jump,07/24/2020,09:45,11:11,86,Spin,0,0,Abby,Abby
Karina,3,10,Sing,07/24/2020,11:41,13:15,94,Sing,0,0,Abby,Abby
Karina,3,11,Tail wave,01/08/2020,12:43,13:55,72,Tail wave,1,0,Abby,Rafa
Karina,3,12,Sing,29/07/2020,12:25,13:22,57,Sing,1,0,Andrea,Andrea
Karina,3,13,Splash,30/07/2020,13:00,14:42,102,Jump,1,0,Andrea,Jorge
Karina,3,14,Tail wave,03/08/2020,12:01,13:58,117,Tail wave,0,0,Abby,Abby
Karina,3,15,Jump,08/05/2020,12:41,14:00,79,Sing,1,0,Abby,Andrea
Karina,3,16,Tail wave,08/06/2020,12:44,13:55,71,Tail wave,1,0,Abby,Jorge
Karina,3,17,Spin,08/07/2020,12:43,13:56,73,Clap,1,0,Abby,Andrea
Karina,3,18,Sing,08/09/2020,10:06,12:33,137,Tail wave,1,0,Andrea,Jorge
Eva,3,1,Spin,07/18/2020,12:26,14:23,117,Spin,0,0,Andrea,Andrea
Eva,3,2,Splash,07/19/2020,10:09,11:12,63,Splash,1,0,Andrea,Emma
Eva,3,3,Clap,07/19/2020,11:22,12:26,64,Clap,0,0,Andrea,Andrea
Eva,3,4,Sing,07/21/2020,09:54,10:58,65,Sing,1,0,Gris,Andrea
Eva,3,5,Tail wave,07/24/2020,12:20,14:25,125,Tail wave,1,0,Gris,Andrea
Eva,3,6,Jump,07/28/2020,11:26,13:48,132,Clap,1,0,Gris,Andrea
Eva,3,7,Tail wave,07/30/2020,11:56,13:03,67,Sing,1,0,Andrea,Gris
Eva,3,8,Jump,08/01/2020,12:43,13:55,72,Tail wave,1,0,Gris,Andrea
Eva,3,9,Splash,07/23/2020,12:00,13:05,65,Clap,0,0,Gris,Gris
Eva,3,10,Spin,07/25/2020,10:07,11:20,73,Splash,1,0,Gris,Andrea
Eva,3,11,Sing,25/07/2020,12:08,13:34,86,Splash,0,0,Gris,Gris
Eva,3,12,Tail wave,02/08/2020,12:34,13:37,63,Tail wave,1,0,Gris,Andrea
Eva,3,13,Sing,03/08/2020,12:01,13:58,117,Sing,1,0,Gris,Andrea
Eva,3,14,Clap,05/08/2020,12:41,14:00,79,Clap,1,0,Andrea,Rafa
Eva,3,15,Spin,08/07/2020,12:31,13:50,79,Tail wave,1,0,Gris,Andrea
Eva,3,16,Tail wave,08/09/2020,12:40,14:15,79,Tail wave,1,0,Gris,Andrea
Eva,3,17,Splash,08/09/2020,10:00,12:23,143,Splash,1,0,Gris,Andrea
Eva,3,18,Clap,08/10/2020,12:28,14:14,106,Clap,1,0,Gris,Andrea
Lluvia,3,1,Jump,07/18/2020,09:52,10:59,67,Clap,0,0,Andrea,Tavo
Lluvia,3,2,Tail wave,07/19/2020,09:53,11:32,99,Jump,0,0,Andrea,Andrea
Lluvia,3,3,Sing,07/20/2020,11:36,12:49,73,Sing,1,0,Andrea,Juan Carlos
